Skew Scale,Structure ID,Unique Structures,Alpha,Power,Probability of Structure,Expected Observations,Minimum Required Sample Size
1.0,545,1000,0.05,0.8,0.0016858508784640988,16858.508784640988,17
1.0,545,1000,0.05,0.9,0.0016858508784640988,16858.508784640988,23
1.0,546,1000,0.01,0.8,0.0018817294269535332,18817.294269535334,26
1.0,546,1000,0.01,0.9,0.0018817294269535332,18817.294269535334,32
1.0,546,1000,0.05,0.8,0.0018817294269535332,18817.294269535334,17
1.0,546,1000,0.05,0.9,0.0018817294269535332,18817.294269535334,23
1.0,547,1000,0.01,0.8,0.0007249609424554363,7249.609424554363,26
1.0,547,1000,0.01,0.9,0.0007249609424554363,7249.609424554363,32
1.0,547,1000,0.05,0.8,0.0007249609424554363,7249.609424554363,17
1.0,547,1000,0.05,0.9,0.0007249609424554363,7249.609424554363,23
1.0,548,1000,0.01,0.8,0.00046516085956363094,4651.6085956363095,26
1.0,548,1000,0.01,0.9,0.00046516085956363094,4651.6085956363095,32
1.0,548,1000,0.05,0.8,0.00046516085956363094,4651.6085956363095,17
1.0,548,1000,0.05,0.9,0.00046516085956363094,4651.6085956363095,23
1.0,549,1000,0.01,0.8,0.00025246889619721024,2524.6889619721023,26
1.0,549,1000,0.01,0.9,0.00025246889619721024,2524.6889619721023,32
1.0,549,1000,0.05,0.8,0.00025246889619721024,2524.6889619721023,17
1.0,549,1000,0.05,0.9,0.00025246889619721024,2524.6889619721023,23
1.0,550,1000,0.01,0.8,0.0008434903490518026,8434.903490518025,26
1.0,550,1000,0.01,0.9,0.0008434903490518026,8434.903490518025,32
1.0,550,1000,0.05,0.8,0.0008434903490518026,8434.903490518025,17
1.0,550,1000,0.05,0.9,0.0008434903490518026,8434.903490518025,23
1.0,551,1000,0.01,0.8,0.0021643906191600552,21643.906191600552,26
1.0,551,1000,0.01,0.9,0.0021643906191600552,21643.906191600552,32
1.0,551,1000,0.05,0.8,0.0021643906191600552,21643.906191600552,17
1.0,551,1000,0.05,0.9,0.0021643906191600552,21643.906191600552,23
1.0,552,1000,0.01,0.8,9.671742677394067e-05,967.1742677394067,26
1.0,552,1000,0.01,0.9,9.671742677394067e-05,967.1742677394067,32
1.0,552,1000,0.05,0.8,9.671742677394067e-05,967.1742677394067,17
1.0,552,1000,0.05,0.9,9.671742677394067e-05,967.1742677394067,23
1.0,553,1000,0.01,0.8,0.001909246287505336,19092.46287505336,26
1.0,553,1000,0.01,0.9,0.001909246287505336,19092.46287505336,32
1.0,553,1000,0.05,0.8,0.001909246287505336,19092.46287505336,17
1.0,553,1000,0.05,0.9,0.001909246287505336,19092.46287505336,23
1.0,554,1000,0.01,0.8,9.972580380256438e-05,997.2580380256438,26
1.0,554,1000,0.01,0.9,9.972580380256438e-05,997.2580380256438,32
1.0,554,1000,0.05,0.8,9.972580380256438e-05,997.2580380256438,17
1.0,554,1000,0.05,0.9,9.972580380256438e-05,997.2580380256438,23
1.0,555,1000,0.01,0.8,0.0002337688674453336,2337.6886744533363,26
1.0,555,1000,0.01,0.9,0.0002337688674453336,2337.6886744533363,32
1.0,555,1000,0.05,0.8,0.0002337688674453336,2337.6886744533363,17
1.0,555,1000,0.05,0.9,0.0002337688674453336,2337.6886744533363,23
1.0,556,1000,0.01,0.8,0.0021932765609286352,21932.76560928635,26
1.0,556,1000,0.01,0.9,0.0021932765609286352,21932.76560928635,32
1.0,556,1000,0.05,0.8,0.0021932765609286352,21932.76560928635,17
1.0,556,1000,0.05,0.9,0.0021932765609286352,21932.76560928635,23
1.0,557,1000,0.01,0.8,1.2927966440073922e-05,129.27966440073922,26
1.0,557,1000,0.01,0.9,1.2927966440073922e-05,129.27966440073922,32
1.0,557,1000,0.05,0.8,1.2927966440073922e-05,129.27966440073922,17
1.0,557,1000,0.05,0.9,1.2927966440073922e-05,129.27966440073922,23
1.0,558,1000,0.01,0.8,0.0020111205847838697,20111.205847838697,26
1.0,558,1000,0.01,0.9,0.0020111205847838697,20111.205847838697,32
1.0,558,1000,0.05,0.8,0.0020111205847838697,20111.205847838697,17
1.0,558,1000,0.05,0.9,0.0020111205847838697,20111.205847838697,23
1.0,559,1000,0.01,0.8,0.0002047218464180374,2047.218464180374,26
1.0,559,1000,0.01,0.9,0.0002047218464180374,2047.218464180374,32
1.0,559,1000,0.05,0.8,0.0002047218464180374,2047.218464180374,17
1.0,559,1000,0.05,0.9,0.0002047218464180374,2047.218464180374,23
1.0,560,1000,0.01,0.8,0.0005953060411000596,5953.060411000596,26
1.0,560,1000,0.01,0.9,0.0005953060411000596,5953.060411000596,32
1.0,560,1000,0.05,0.8,0.0005953060411000596,5953.060411000596,17
1.0,560,1000,0.05,0.9,0.0005953060411000596,5953.060411000596,23
1.0,561,1000,0.01,0.8,0.00812105787251078,81210.5787251078,26
1.0,561,1000,0.01,0.9,0.00812105787251078,81210.5787251078,32
1.0,561,1000,0.05,0.8,0.00812105787251078,81210.5787251078,17
1.0,561,1000,0.05,0.9,0.00812105787251078,81210.5787251078,23
1.0,562,1000,0.01,0.8,7.380650573767295e-05,738.0650573767294,26
1.0,562,1000,0.01,0.9,7.380650573767295e-05,738.0650573767294,32
1.0,562,1000,0.05,0.8,7.380650573767295e-05,738.0650573767294,17
1.0,562,1000,0.05,0.9,7.380650573767295e-05,738.0650573767294,23
1.0,563,1000,0.01,0.8,0.0010869198272786447,10869.198272786447,26
1.0,563,1000,0.01,0.9,0.0010869198272786447,10869.198272786447,32
1.0,563,1000,0.05,0.8,0.0010869198272786447,10869.198272786447,17
1.0,563,1000,0.05,0.9,0.0010869198272786447,10869.198272786447,23
1.0,564,1000,0.01,0.8,0.0010703539804707732,10703.539804707732,26
1.0,564,1000,0.01,0.9,0.0010703539804707732,10703.539804707732,32
1.0,564,1000,0.05,0.8,0.0010703539804707732,10703.539804707732,17
1.0,564,1000,0.05,0.9,0.0010703539804707732,10703.539804707732,23
1.0,565,1000,0.01,0.8,3.1046041909796455e-05,310.4604190979646,26
1.0,565,1000,0.01,0.9,3.1046041909796455e-05,310.4604190979646,32
1.0,565,1000,0.05,0.8,3.1046041909796455e-05,310.4604190979646,17
1.0,565,1000,0.05,0.9,3.1046041909796455e-05,310.4604190979646,23
1.0,566,1000,0.01,0.8,0.0009275063386765306,9275.063386765307,26
1.0,566,1000,0.01,0.9,0.0009275063386765306,9275.063386765307,32
1.0,566,1000,0.05,0.8,0.0009275063386765306,9275.063386765307,17
1.0,566,1000,0.05,0.9,0.0009275063386765306,9275.063386765307,23
1.0,567,1000,0.01,0.8,0.0010570308322959499,10570.3083229595,26
1.0,567,1000,0.01,0.9,0.0010570308322959499,10570.3083229595,32
1.0,567,1000,0.05,0.8,0.0010570308322959499,10570.3083229595,17
1.0,567,1000,0.05,0.9,0.0010570308322959499,10570.3083229595,23
1.0,568,1000,0.01,0.8,0.0004545552363533024,4545.552363533025,26
1.0,568,1000,0.01,0.9,0.0004545552363533024,4545.552363533025,32
1.0,568,1000,0.05,0.8,0.0004545552363533024,4545.552363533025,17
1.0,568,1000,0.05,0.9,0.0004545552363533024,4545.552363533025,23
1.0,569,1000,0.01,0.8,0.0019753519878577463,19753.519878577463,26
1.0,569,1000,0.01,0.9,0.0019753519878577463,19753.519878577463,32
1.0,569,1000,0.05,0.8,0.0019753519878577463,19753.519878577463,17
1.0,569,1000,0.05,0.9,0.0019753519878577463,19753.519878577463,23
1.0,570,1000,0.01,0.8,0.0016697211664608279,16697.21166460828,26
1.0,570,1000,0.01,0.9,0.0016697211664608279,16697.21166460828,32
1.0,570,1000,0.05,0.8,0.0016697211664608279,16697.21166460828,17
1.0,570,1000,0.05,0.9,0.0016697211664608279,16697.21166460828,23
1.0,571,1000,0.01,0.8,0.0006845809298940348,6845.809298940348,26
1.0,571,1000,0.01,0.9,0.0006845809298940348,6845.809298940348,32
1.0,571,1000,0.05,0.8,0.0006845809298940348,6845.809298940348,17
1.0,571,1000,0.05,0.9,0.0006845809298940348,6845.809298940348,23
1.0,572,1000,0.01,0.8,0.0008239847892253072,8239.847892253072,26
1.0,572,1000,0.01,0.9,0.0008239847892253072,8239.847892253072,32
1.0,572,1000,0.05,0.8,0.0008239847892253072,8239.847892253072,17
1.0,572,1000,0.05,0.9,0.0008239847892253072,8239.847892253072,23
1.0,573,1000,0.01,0.8,6.849212460376751e-05,684.9212460376751,26
1.0,573,1000,0.01,0.9,6.849212460376751e-05,684.9212460376751,32
1.0,573,1000,0.05,0.8,6.849212460376751e-05,684.9212460376751,17
1.0,573,1000,0.05,0.9,6.849212460376751e-05,684.9212460376751,23
1.0,574,1000,0.01,0.8,2.978596738168129e-05,297.8596738168129,26
1.0,574,1000,0.01,0.9,2.978596738168129e-05,297.8596738168129,32
1.0,574,1000,0.05,0.8,2.978596738168129e-05,297.8596738168129,17
1.0,574,1000,0.05,0.9,2.978596738168129e-05,297.8596738168129,23
1.0,575,1000,0.01,0.8,0.0007520197939847024,7520.197939847024,26
1.0,575,1000,0.01,0.9,0.0007520197939847024,7520.197939847024,32
1.0,575,1000,0.05,0.8,0.0007520197939847024,7520.197939847024,17
1.0,575,1000,0.05,0.9,0.0007520197939847024,7520.197939847024,23
1.0,576,1000,0.01,0.8,0.002407170669700678,24071.70669700678,26
1.0,576,1000,0.01,0.9,0.002407170669700678,24071.70669700678,32
1.0,576,1000,0.05,0.8,0.002407170669700678,24071.70669700678,17
1.0,576,1000,0.05,0.9,0.002407170669700678,24071.70669700678,23
1.0,577,1000,0.01,0.8,0.0012386420365700064,12386.420365700065,26
1.0,577,1000,0.01,0.9,0.0012386420365700064,12386.420365700065,32
1.0,577,1000,0.05,0.8,0.0012386420365700064,12386.420365700065,17
1.0,577,1000,0.05,0.9,0.0012386420365700064,12386.420365700065,23
1.0,578,1000,0.01,0.8,0.0006064674696511692,6064.674696511692,26
1.0,578,1000,0.01,0.9,0.0006064674696511692,6064.674696511692,32
1.0,578,1000,0.05,0.8,0.0006064674696511692,6064.674696511692,17
1.0,578,1000,0.05,0.9,0.0006064674696511692,6064.674696511692,23
1.0,579,1000,0.01,0.8,0.00025743868279519004,2574.3868279519006,26
1.0,579,1000,0.01,0.9,0.00025743868279519004,2574.3868279519006,32
1.0,579,1000,0.05,0.8,0.00025743868279519004,2574.3868279519006,17
1.0,579,1000,0.05,0.9,0.00025743868279519004,2574.3868279519006,23
1.0,580,1000,0.01,0.8,0.0008024411903438129,8024.411903438128,26
1.0,580,1000,0.01,0.9,0.0008024411903438129,8024.411903438128,32
1.0,580,1000,0.05,0.8,0.0008024411903438129,8024.411903438128,17
1.0,580,1000,0.05,0.9,0.0008024411903438129,8024.411903438128,23
1.0,581,1000,0.01,0.8,0.00048105243623292634,4810.524362329264,26
1.0,581,1000,0.01,0.9,0.00048105243623292634,4810.524362329264,32
1.0,581,1000,0.05,0.8,0.00048105243623292634,4810.524362329264,17
1.0,581,1000,0.05,0.9,0.00048105243623292634,4810.524362329264,23
1.0,582,1000,0.01,0.8,0.00047455733653698964,4745.573365369896,26
1.0,582,1000,0.01,0.9,0.00047455733653698964,4745.573365369896,32
1.0,582,1000,0.05,0.8,0.00047455733653698964,4745.573365369896,17
1.0,582,1000,0.05,0.9,0.00047455733653698964,4745.573365369896,23
1.0,583,1000,0.01,0.8,0.00016502559438269574,1650.2559438269575,26
1.0,583,1000,0.01,0.9,0.00016502559438269574,1650.2559438269575,32
1.0,583,1000,0.05,0.8,0.00016502559438269574,1650.2559438269575,17
1.0,583,1000,0.05,0.9,0.00016502559438269574,1650.2559438269575,23
1.0,584,1000,0.01,0.8,0.0019502134565541932,19502.13456554193,26
1.0,584,1000,0.01,0.9,0.0019502134565541932,19502.13456554193,32
1.0,584,1000,0.05,0.8,0.0019502134565541932,19502.13456554193,17
1.0,584,1000,0.05,0.9,0.0019502134565541932,19502.13456554193,23
1.0,585,1000,0.01,0.8,0.002628131836009333,26281.31836009333,26
1.0,585,1000,0.01,0.9,0.002628131836009333,26281.31836009333,32
1.0,585,1000,0.05,0.8,0.002628131836009333,26281.31836009333,17
1.0,585,1000,0.05,0.9,0.002628131836009333,26281.31836009333,23
1.0,586,1000,0.01,0.8,0.0003270345345250653,3270.345345250653,26
1.0,586,1000,0.01,0.9,0.0003270345345250653,3270.345345250653,32
1.0,586,1000,0.05,0.8,0.0003270345345250653,3270.345345250653,17
1.0,586,1000,0.05,0.9,0.0003270345345250653,3270.345345250653,23
1.0,587,1000,0.01,0.8,9.012066599227061e-05,901.2066599227061,26
1.0,587,1000,0.01,0.9,9.012066599227061e-05,901.2066599227061,32
1.0,587,1000,0.05,0.8,9.012066599227061e-05,901.2066599227061,17
1.0,587,1000,0.05,0.9,9.012066599227061e-05,901.2066599227061,23
1.0,588,1000,0.01,0.8,0.0009359699345335527,9359.699345335526,26
1.0,588,1000,0.01,0.9,0.0009359699345335527,9359.699345335526,32
1.0,588,1000,0.05,0.8,0.0009359699345335527,9359.699345335526,17
1.0,588,1000,0.05,0.9,0.0009359699345335527,9359.699345335526,23
1.0,589,1000,0.01,0.8,0.00015244395416122368,1524.4395416122368,26
1.0,589,1000,0.01,0.9,0.00015244395416122368,1524.4395416122368,32
1.0,589,1000,0.05,0.8,0.00015244395416122368,1524.4395416122368,17
1.0,589,1000,0.05,0.9,0.00015244395416122368,1524.4395416122368,23
1.0,590,1000,0.01,0.8,0.00012431074066449751,1243.107406644975,26
1.0,590,1000,0.01,0.9,0.00012431074066449751,1243.107406644975,32
1.0,590,1000,0.05,0.8,0.00012431074066449751,1243.107406644975,17
1.0,590,1000,0.05,0.9,0.00012431074066449751,1243.107406644975,23
1.0,591,1000,0.01,0.8,0.00030503462295542166,3050.3462295542167,26
1.0,591,1000,0.01,0.9,0.00030503462295542166,3050.3462295542167,32
1.0,591,1000,0.05,0.8,0.00030503462295542166,3050.3462295542167,17
1.0,591,1000,0.05,0.9,0.00030503462295542166,3050.3462295542167,23
1.0,592,1000,0.01,0.8,0.001057446681957057,10574.46681957057,26
1.0,592,1000,0.01,0.9,0.001057446681957057,10574.46681957057,32
1.0,592,1000,0.05,0.8,0.001057446681957057,10574.46681957057,17
1.0,592,1000,0.05,0.9,0.001057446681957057,10574.46681957057,23
1.0,593,1000,0.01,0.8,0.0008633521063692483,8633.521063692484,26
1.0,593,1000,0.01,0.9,0.0008633521063692483,8633.521063692484,32
1.0,593,1000,0.05,0.8,0.0008633521063692483,8633.521063692484,17
1.0,593,1000,0.05,0.9,0.0008633521063692483,8633.521063692484,23
1.0,594,1000,0.01,0.8,0.0013598880724229158,13598.880724229159,26
1.0,594,1000,0.01,0.9,0.0013598880724229158,13598.880724229159,32
1.0,594,1000,0.05,0.8,0.0013598880724229158,13598.880724229159,17
1.0,594,1000,0.05,0.9,0.0013598880724229158,13598.880724229159,23
1.0,595,1000,0.01,0.8,0.0008488443049847616,8488.443049847616,26
1.0,595,1000,0.01,0.9,0.0008488443049847616,8488.443049847616,32
1.0,595,1000,0.05,0.8,0.0008488443049847616,8488.443049847616,17
1.0,595,1000,0.05,0.9,0.0008488443049847616,8488.443049847616,23
1.0,596,1000,0.01,0.8,0.0006293805674911078,6293.805674911078,26
1.0,596,1000,0.01,0.9,0.0006293805674911078,6293.805674911078,32
1.0,596,1000,0.05,0.8,0.0006293805674911078,6293.805674911078,17
1.0,596,1000,0.05,0.9,0.0006293805674911078,6293.805674911078,23
1.0,597,1000,0.01,0.8,0.0019449041991953524,19449.041991953523,26
1.0,597,1000,0.01,0.9,0.0019449041991953524,19449.041991953523,32
1.0,597,1000,0.05,0.8,0.0019449041991953524,19449.041991953523,17
1.0,597,1000,0.05,0.9,0.0019449041991953524,19449.041991953523,23
1.0,598,1000,0.01,0.8,0.0013195519235916758,13195.519235916758,26
1.0,598,1000,0.01,0.9,0.0013195519235916758,13195.519235916758,32
1.0,598,1000,0.05,0.8,0.0013195519235916758,13195.519235916758,17
1.0,598,1000,0.05,0.9,0.0013195519235916758,13195.519235916758,23
1.0,599,1000,0.01,0.8,0.0005504729453279694,5504.729453279694,26
1.0,599,1000,0.01,0.9,0.0005504729453279694,5504.729453279694,32
1.0,599,1000,0.05,0.8,0.0005504729453279694,5504.729453279694,17
1.0,599,1000,0.05,0.9,0.0005504729453279694,5504.729453279694,23
1.0,600,1000,0.01,0.8,0.004923110362615185,49231.103626151846,26
1.0,600,1000,0.01,0.9,0.004923110362615185,49231.103626151846,32
1.0,600,1000,0.05,0.8,0.004923110362615185,49231.103626151846,17
1.0,600,1000,0.05,0.9,0.004923110362615185,49231.103626151846,23
1.0,601,1000,0.01,0.8,0.001458539955984773,14585.399559847729,26
1.0,601,1000,0.01,0.9,0.001458539955984773,14585.399559847729,32
1.0,601,1000,0.05,0.8,0.001458539955984773,14585.399559847729,17
1.0,601,1000,0.05,0.9,0.001458539955984773,14585.399559847729,23
1.0,602,1000,0.01,0.8,0.0014705399069612362,14705.399069612362,26
1.0,602,1000,0.01,0.9,0.0014705399069612362,14705.399069612362,32
1.0,602,1000,0.05,0.8,0.0014705399069612362,14705.399069612362,17
1.0,602,1000,0.05,0.9,0.0014705399069612362,14705.399069612362,23
1.0,603,1000,0.01,0.8,0.0004753275183911489,4753.275183911489,26
1.0,603,1000,0.01,0.9,0.0004753275183911489,4753.275183911489,32
1.0,603,1000,0.05,0.8,0.0004753275183911489,4753.275183911489,17
1.0,603,1000,0.05,0.9,0.0004753275183911489,4753.275183911489,23
1.0,604,1000,0.01,0.8,0.0003526464582606411,3526.464582606411,26
1.0,604,1000,0.01,0.9,0.0003526464582606411,3526.464582606411,32
1.0,604,1000,0.05,0.8,0.0003526464582606411,3526.464582606411,17
1.0,604,1000,0.05,0.9,0.0003526464582606411,3526.464582606411,23
1.0,605,1000,0.01,0.8,0.0011093262217746675,11093.262217746675,26
1.0,605,1000,0.01,0.9,0.0011093262217746675,11093.262217746675,32
1.0,605,1000,0.05,0.8,0.0011093262217746675,11093.262217746675,17
1.0,605,1000,0.05,0.9,0.0011093262217746675,11093.262217746675,23
1.0,606,1000,0.01,0.8,0.0025146387217155042,25146.387217155043,26
1.0,606,1000,0.01,0.9,0.0025146387217155042,25146.387217155043,32
1.0,606,1000,0.05,0.8,0.0025146387217155042,25146.387217155043,17
1.0,606,1000,0.05,0.9,0.0025146387217155042,25146.387217155043,23
1.0,607,1000,0.01,0.8,0.0014102432126975838,14102.432126975838,26
1.0,607,1000,0.01,0.9,0.0014102432126975838,14102.432126975838,32
1.0,607,1000,0.05,0.8,0.0014102432126975838,14102.432126975838,17
1.0,607,1000,0.05,0.9,0.0014102432126975838,14102.432126975838,23
1.0,608,1000,0.01,0.8,0.00033425244684985995,3342.5244684985996,26
1.0,608,1000,0.01,0.9,0.00033425244684985995,3342.5244684985996,32
1.0,608,1000,0.05,0.8,0.00033425244684985995,3342.5244684985996,17
1.0,608,1000,0.05,0.9,0.00033425244684985995,3342.5244684985996,23
1.0,609,1000,0.01,0.8,0.001011507321329201,10115.07321329201,26
1.0,609,1000,0.01,0.9,0.001011507321329201,10115.07321329201,32
1.0,609,1000,0.05,0.8,0.001011507321329201,10115.07321329201,17
1.0,609,1000,0.05,0.9,0.001011507321329201,10115.07321329201,23
1.0,610,1000,0.01,0.8,0.0005681162633505844,5681.1626335058445,26
1.0,610,1000,0.01,0.9,0.0005681162633505844,5681.1626335058445,32
1.0,610,1000,0.05,0.8,0.0005681162633505844,5681.1626335058445,17
1.0,610,1000,0.05,0.9,0.0005681162633505844,5681.1626335058445,23
1.0,611,1000,0.01,0.8,0.0005991885447665221,5991.885447665221,26
1.0,611,1000,0.01,0.9,0.0005991885447665221,5991.885447665221,32
1.0,611,1000,0.05,0.8,0.0005991885447665221,5991.885447665221,17
1.0,611,1000,0.05,0.9,0.0005991885447665221,5991.885447665221,23
1.0,612,1000,0.01,0.8,0.002674946781452783,26749.467814527827,26
1.0,612,1000,0.01,0.9,0.002674946781452783,26749.467814527827,32
1.0,612,1000,0.05,0.8,0.002674946781452783,26749.467814527827,17
1.0,612,1000,0.05,0.9,0.002674946781452783,26749.467814527827,23
1.0,613,1000,0.01,0.8,0.0011613127433516292,11613.127433516293,26
1.0,613,1000,0.01,0.9,0.0011613127433516292,11613.127433516293,32
1.0,613,1000,0.05,0.8,0.0011613127433516292,11613.127433516293,17
1.0,613,1000,0.05,0.9,0.0011613127433516292,11613.127433516293,23
1.0,614,1000,0.01,0.8,0.00041234965351318986,4123.496535131899,26
1.0,614,1000,0.01,0.9,0.00041234965351318986,4123.496535131899,32
1.0,614,1000,0.05,0.8,0.00041234965351318986,4123.496535131899,17
1.0,614,1000,0.05,0.9,0.00041234965351318986,4123.496535131899,23
1.0,615,1000,0.01,0.8,0.0016307557473570007,16307.557473570007,26
1.0,615,1000,0.01,0.9,0.0016307557473570007,16307.557473570007,32
1.0,615,1000,0.05,0.8,0.0016307557473570007,16307.557473570007,17
1.0,615,1000,0.05,0.9,0.0016307557473570007,16307.557473570007,23
1.0,616,1000,0.01,0.8,0.0009214607864894488,9214.607864894488,26
1.0,616,1000,0.01,0.9,0.0009214607864894488,9214.607864894488,32
1.0,616,1000,0.05,0.8,0.0009214607864894488,9214.607864894488,17
1.0,616,1000,0.05,0.9,0.0009214607864894488,9214.607864894488,23
1.0,617,1000,0.01,0.8,0.0007185734752741376,7185.734752741376,26
1.0,617,1000,0.01,0.9,0.0007185734752741376,7185.734752741376,32
1.0,617,1000,0.05,0.8,0.0007185734752741376,7185.734752741376,17
1.0,617,1000,0.05,0.9,0.0007185734752741376,7185.734752741376,23
1.0,618,1000,0.01,0.8,0.00040897699020480993,4089.7699020480995,26
1.0,618,1000,0.01,0.9,0.00040897699020480993,4089.7699020480995,32
1.0,618,1000,0.05,0.8,0.00040897699020480993,4089.7699020480995,17
1.0,618,1000,0.05,0.9,0.00040897699020480993,4089.7699020480995,23
1.0,619,1000,0.01,0.8,5.251438498016557e-05,525.1438498016557,26
1.0,619,1000,0.01,0.9,5.251438498016557e-05,525.1438498016557,32
1.0,619,1000,0.05,0.8,5.251438498016557e-05,525.1438498016557,17
1.0,619,1000,0.05,0.9,5.251438498016557e-05,525.1438498016557,23
1.0,620,1000,0.01,0.8,0.0019754485345218125,19754.485345218127,26
1.0,620,1000,0.01,0.9,0.0019754485345218125,19754.485345218127,32
1.0,620,1000,0.05,0.8,0.0019754485345218125,19754.485345218127,17
1.0,620,1000,0.05,0.9,0.0019754485345218125,19754.485345218127,23
1.0,621,1000,0.01,0.8,0.00014873062271028735,1487.3062271028734,26
1.0,621,1000,0.01,0.9,0.00014873062271028735,1487.3062271028734,32
1.0,621,1000,0.05,0.8,0.00014873062271028735,1487.3062271028734,17
1.0,621,1000,0.05,0.9,0.00014873062271028735,1487.3062271028734,23
1.0,622,1000,0.01,0.8,0.001177813022313019,11778.13022313019,26
1.0,622,1000,0.01,0.9,0.001177813022313019,11778.13022313019,32
1.0,622,1000,0.05,0.8,0.001177813022313019,11778.13022313019,17
1.0,622,1000,0.05,0.9,0.001177813022313019,11778.13022313019,23
1.0,623,1000,0.01,0.8,0.0013332805797518256,13332.805797518256,26
1.0,623,1000,0.01,0.9,0.0013332805797518256,13332.805797518256,32
1.0,623,1000,0.05,0.8,0.0013332805797518256,13332.805797518256,17
1.0,623,1000,0.05,0.9,0.0013332805797518256,13332.805797518256,23
1.0,624,1000,0.01,0.8,0.00018794836020117077,1879.4836020117077,26
1.0,624,1000,0.01,0.9,0.00018794836020117077,1879.4836020117077,32
1.0,624,1000,0.05,0.8,0.00018794836020117077,1879.4836020117077,17
1.0,624,1000,0.05,0.9,0.00018794836020117077,1879.4836020117077,23
1.0,625,1000,0.01,0.8,0.002275790633072316,22757.906330723163,26
1.0,625,1000,0.01,0.9,0.002275790633072316,22757.906330723163,32
1.0,625,1000,0.05,0.8,0.002275790633072316,22757.906330723163,17
1.0,625,1000,0.05,0.9,0.002275790633072316,22757.906330723163,23
1.0,626,1000,0.01,0.8,0.001073340795061187,10733.407950611869,26
1.0,626,1000,0.01,0.9,0.001073340795061187,10733.407950611869,32
1.0,626,1000,0.05,0.8,0.001073340795061187,10733.407950611869,17
1.0,626,1000,0.05,0.9,0.001073340795061187,10733.407950611869,23
1.0,627,1000,0.01,0.8,0.00013266226887805093,1326.6226887805092,26
1.0,627,1000,0.01,0.9,0.00013266226887805093,1326.6226887805092,32
1.0,627,1000,0.05,0.8,0.00013266226887805093,1326.6226887805092,17
1.0,627,1000,0.05,0.9,0.00013266226887805093,1326.6226887805092,23
1.0,628,1000,0.01,0.8,0.0004439196695620766,4439.196695620766,26
1.0,628,1000,0.01,0.9,0.0004439196695620766,4439.196695620766,32
1.0,628,1000,0.05,0.8,0.0004439196695620766,4439.196695620766,17
1.0,628,1000,0.05,0.9,0.0004439196695620766,4439.196695620766,23
1.0,629,1000,0.01,0.8,0.00044733921061166547,4473.392106116655,26
1.0,629,1000,0.01,0.9,0.00044733921061166547,4473.392106116655,32
1.0,629,1000,0.05,0.8,0.00044733921061166547,4473.392106116655,17
1.0,629,1000,0.05,0.9,0.00044733921061166547,4473.392106116655,23
1.0,630,1000,0.01,0.8,0.0004991375613889578,4991.375613889578,26
1.0,630,1000,0.01,0.9,0.0004991375613889578,4991.375613889578,32
1.0,630,1000,0.05,0.8,0.0004991375613889578,4991.375613889578,17
1.0,630,1000,0.05,0.9,0.0004991375613889578,4991.375613889578,23
1.0,631,1000,0.01,0.8,0.0015643990344358523,15643.990344358523,26
1.0,631,1000,0.01,0.9,0.0015643990344358523,15643.990344358523,32
1.0,631,1000,0.05,0.8,0.0015643990344358523,15643.990344358523,17
1.0,631,1000,0.05,0.9,0.0015643990344358523,15643.990344358523,23
1.0,632,1000,0.01,0.8,0.0007301596394495546,7301.596394495546,26
1.0,632,1000,0.01,0.9,0.0007301596394495546,7301.596394495546,32
1.0,632,1000,0.05,0.8,0.0007301596394495546,7301.596394495546,17
1.0,632,1000,0.05,0.9,0.0007301596394495546,7301.596394495546,23
1.0,633,1000,0.01,0.8,0.0002917466871706768,2917.466871706768,26
1.0,633,1000,0.01,0.9,0.0002917466871706768,2917.466871706768,32
1.0,633,1000,0.05,0.8,0.0002917466871706768,2917.466871706768,17
1.0,633,1000,0.05,0.9,0.0002917466871706768,2917.466871706768,23
1.0,634,1000,0.01,0.8,0.0005355395100351811,5355.395100351811,26
1.0,634,1000,0.01,0.9,0.0005355395100351811,5355.395100351811,32
1.0,634,1000,0.05,0.8,0.0005355395100351811,5355.395100351811,17
1.0,634,1000,0.05,0.9,0.0005355395100351811,5355.395100351811,23
1.0,635,1000,0.01,0.8,0.0005493463207076844,5493.463207076844,26
1.0,635,1000,0.01,0.9,0.0005493463207076844,5493.463207076844,32
1.0,635,1000,0.05,0.8,0.0005493463207076844,5493.463207076844,17
1.0,635,1000,0.05,0.9,0.0005493463207076844,5493.463207076844,23
1.0,636,1000,0.01,0.8,0.00026183741839694584,2618.3741839694585,26
1.0,636,1000,0.01,0.9,0.00026183741839694584,2618.3741839694585,32
1.0,636,1000,0.05,0.8,0.00026183741839694584,2618.3741839694585,17
1.0,636,1000,0.05,0.9,0.00026183741839694584,2618.3741839694585,23
1.0,637,1000,0.01,0.8,0.0005529248176783737,5529.248176783737,26
1.0,637,1000,0.01,0.9,0.0005529248176783737,5529.248176783737,32
1.0,637,1000,0.05,0.8,0.0005529248176783737,5529.248176783737,17
1.0,637,1000,0.05,0.9,0.0005529248176783737,5529.248176783737,23
1.0,638,1000,0.01,0.8,0.0012655293348036627,12655.293348036626,26
1.0,638,1000,0.01,0.9,0.0012655293348036627,12655.293348036626,32
1.0,638,1000,0.05,0.8,0.0012655293348036627,12655.293348036626,17
1.0,638,1000,0.05,0.9,0.0012655293348036627,12655.293348036626,23
1.0,639,1000,0.01,0.8,0.001686862906757938,16868.62906757938,26
