Skew Scale,Structure ID,Unique Structures,Alpha,Power,Probability of Structure,Expected Observations,Minimum Required Sample Size
0.5,849,1000,0.05,0.8,0.000709794217249883,7097.942172498831,17
0.5,849,1000,0.05,0.9,0.000709794217249883,7097.942172498831,23
0.5,850,1000,0.01,0.8,0.0018714491891517382,18714.49189151738,26
0.5,850,1000,0.01,0.9,0.0018714491891517382,18714.49189151738,32
0.5,850,1000,0.05,0.8,0.0018714491891517382,18714.49189151738,17
0.5,850,1000,0.05,0.9,0.0018714491891517382,18714.49189151738,23
0.5,851,1000,0.01,0.8,0.0019139789363530888,19139.789363530886,26
0.5,851,1000,0.01,0.9,0.0019139789363530888,19139.789363530886,32
0.5,851,1000,0.05,0.8,0.0019139789363530888,19139.789363530886,17
0.5,851,1000,0.05,0.9,0.0019139789363530888,19139.789363530886,23
0.5,852,1000,0.01,0.8,0.0020014121495765,20014.121495765,26
0.5,852,1000,0.01,0.9,0.0020014121495765,20014.121495765,32
0.5,852,1000,0.05,0.8,0.0020014121495765,20014.121495765,17
0.5,852,1000,0.05,0.9,0.0020014121495765,20014.121495765,23
0.5,853,1000,0.01,0.8,0.0006602925716215491,6602.925716215491,26
0.5,853,1000,0.01,0.9,0.0006602925716215491,6602.925716215491,32
0.5,853,1000,0.05,0.8,0.0006602925716215491,6602.925716215491,17
0.5,853,1000,0.05,0.9,0.0006602925716215491,6602.925716215491,23
0.5,854,1000,0.01,0.8,0.0009796156237629684,9796.156237629684,26
0.5,854,1000,0.01,0.9,0.0009796156237629684,9796.156237629684,32
0.5,854,1000,0.05,0.8,0.0009796156237629684,9796.156237629684,17
0.5,854,1000,0.05,0.9,0.0009796156237629684,9796.156237629684,23
0.5,855,1000,0.01,0.8,0.001843669220352157,18436.69220352157,26
0.5,855,1000,0.01,0.9,0.001843669220352157,18436.69220352157,32
0.5,855,1000,0.05,0.8,0.001843669220352157,18436.69220352157,17
0.5,855,1000,0.05,0.9,0.001843669220352157,18436.69220352157,23
0.5,856,1000,0.01,0.8,0.0005170123465433725,5170.123465433725,26
0.5,856,1000,0.01,0.9,0.0005170123465433725,5170.123465433725,32
0.5,856,1000,0.05,0.8,0.0005170123465433725,5170.123465433725,17
0.5,856,1000,0.05,0.9,0.0005170123465433725,5170.123465433725,23
0.5,857,1000,0.01,0.8,0.00021748311259306595,2174.8311259306597,26
0.5,857,1000,0.01,0.9,0.00021748311259306595,2174.8311259306597,32
0.5,857,1000,0.05,0.8,0.00021748311259306595,2174.8311259306597,17
0.5,857,1000,0.05,0.9,0.00021748311259306595,2174.8311259306597,23
0.5,858,1000,0.01,0.8,0.0010514945366417146,10514.945366417147,26
0.5,858,1000,0.01,0.9,0.0010514945366417146,10514.945366417147,32
0.5,858,1000,0.05,0.8,0.0010514945366417146,10514.945366417147,17
0.5,858,1000,0.05,0.9,0.0010514945366417146,10514.945366417147,23
0.5,859,1000,0.01,0.8,0.0014805699514203493,14805.699514203494,26
0.5,859,1000,0.01,0.9,0.0014805699514203493,14805.699514203494,32
0.5,859,1000,0.05,0.8,0.0014805699514203493,14805.699514203494,17
0.5,859,1000,0.05,0.9,0.0014805699514203493,14805.699514203494,23
0.5,860,1000,0.01,0.8,0.00029617111969337025,2961.7111969337025,26
0.5,860,1000,0.01,0.9,0.00029617111969337025,2961.7111969337025,32
0.5,860,1000,0.05,0.8,0.00029617111969337025,2961.7111969337025,17
0.5,860,1000,0.05,0.9,0.00029617111969337025,2961.7111969337025,23
0.5,861,1000,0.01,0.8,0.0007790691242527353,7790.691242527353,26
0.5,861,1000,0.01,0.9,0.0007790691242527353,7790.691242527353,32
0.5,861,1000,0.05,0.8,0.0007790691242527353,7790.691242527353,17
0.5,861,1000,0.05,0.9,0.0007790691242527353,7790.691242527353,23
0.5,862,1000,0.01,0.8,0.00404940724626312,40494.0724626312,26
0.5,862,1000,0.01,0.9,0.00404940724626312,40494.0724626312,32
0.5,862,1000,0.05,0.8,0.00404940724626312,40494.0724626312,17
0.5,862,1000,0.05,0.9,0.00404940724626312,40494.0724626312,23
0.5,863,1000,0.01,0.8,8.793006686066272e-05,879.3006686066273,26
0.5,863,1000,0.01,0.9,8.793006686066272e-05,879.3006686066273,32
0.5,863,1000,0.05,0.8,8.793006686066272e-05,879.3006686066273,17
0.5,863,1000,0.05,0.9,8.793006686066272e-05,879.3006686066273,23
0.5,864,1000,0.01,0.8,0.00022007671524582214,2200.7671524582215,26
0.5,864,1000,0.01,0.9,0.00022007671524582214,2200.7671524582215,32
0.5,864,1000,0.05,0.8,0.00022007671524582214,2200.7671524582215,17
0.5,864,1000,0.05,0.9,0.00022007671524582214,2200.7671524582215,23
0.5,865,1000,0.01,0.8,0.00045963236611588676,4596.323661158867,26
0.5,865,1000,0.01,0.9,0.00045963236611588676,4596.323661158867,32
0.5,865,1000,0.05,0.8,0.00045963236611588676,4596.323661158867,17
0.5,865,1000,0.05,0.9,0.00045963236611588676,4596.323661158867,23
0.5,866,1000,0.01,0.8,0.0006055527299235875,6055.527299235875,26
0.5,866,1000,0.01,0.9,0.0006055527299235875,6055.527299235875,32
0.5,866,1000,0.05,0.8,0.0006055527299235875,6055.527299235875,17
0.5,866,1000,0.05,0.9,0.0006055527299235875,6055.527299235875,23
0.5,867,1000,0.01,0.8,0.0004472663516799072,4472.663516799072,26
0.5,867,1000,0.01,0.9,0.0004472663516799072,4472.663516799072,32
0.5,867,1000,0.05,0.8,0.0004472663516799072,4472.663516799072,17
0.5,867,1000,0.05,0.9,0.0004472663516799072,4472.663516799072,23
0.5,868,1000,0.01,0.8,0.0008372448816768436,8372.448816768436,26
0.5,868,1000,0.01,0.9,0.0008372448816768436,8372.448816768436,32
0.5,868,1000,0.05,0.8,0.0008372448816768436,8372.448816768436,17
0.5,868,1000,0.05,0.9,0.0008372448816768436,8372.448816768436,23
0.5,869,1000,0.01,0.8,0.0007303212585220045,7303.212585220045,26
0.5,869,1000,0.01,0.9,0.0007303212585220045,7303.212585220045,32
0.5,869,1000,0.05,0.8,0.0007303212585220045,7303.212585220045,17
0.5,869,1000,0.05,0.9,0.0007303212585220045,7303.212585220045,23
0.5,870,1000,0.01,0.8,0.0014808417628419314,14808.417628419314,26
0.5,870,1000,0.01,0.9,0.0014808417628419314,14808.417628419314,32
0.5,870,1000,0.05,0.8,0.0014808417628419314,14808.417628419314,17
0.5,870,1000,0.05,0.9,0.0014808417628419314,14808.417628419314,23
0.5,871,1000,0.01,0.8,0.0006603382248627696,6603.382248627696,26
0.5,871,1000,0.01,0.9,0.0006603382248627696,6603.382248627696,32
0.5,871,1000,0.05,0.8,0.0006603382248627696,6603.382248627696,17
0.5,871,1000,0.05,0.9,0.0006603382248627696,6603.382248627696,23
0.5,872,1000,0.01,0.8,0.00041982259285242067,4198.225928524207,26
0.5,872,1000,0.01,0.9,0.00041982259285242067,4198.225928524207,32
0.5,872,1000,0.05,0.8,0.00041982259285242067,4198.225928524207,17
0.5,872,1000,0.05,0.9,0.00041982259285242067,4198.225928524207,23
0.5,873,1000,0.01,0.8,0.0005579376677171169,5579.37667717117,26
0.5,873,1000,0.01,0.9,0.0005579376677171169,5579.37667717117,32
0.5,873,1000,0.05,0.8,0.0005579376677171169,5579.37667717117,17
0.5,873,1000,0.05,0.9,0.0005579376677171169,5579.37667717117,23
0.5,874,1000,0.01,0.8,0.0014001147691103662,14001.14769110366,26
0.5,874,1000,0.01,0.9,0.0014001147691103662,14001.14769110366,32
0.5,874,1000,0.05,0.8,0.0014001147691103662,14001.14769110366,17
0.5,874,1000,0.05,0.9,0.0014001147691103662,14001.14769110366,23
0.5,875,1000,0.01,0.8,0.00041966621722507817,4196.662172250782,26
0.5,875,1000,0.01,0.9,0.00041966621722507817,4196.662172250782,32
0.5,875,1000,0.05,0.8,0.00041966621722507817,4196.662172250782,17
0.5,875,1000,0.05,0.9,0.00041966621722507817,4196.662172250782,23
0.5,876,1000,0.01,0.8,7.014451641178242e-05,701.4451641178242,26
0.5,876,1000,0.01,0.9,7.014451641178242e-05,701.4451641178242,32
0.5,876,1000,0.05,0.8,7.014451641178242e-05,701.4451641178242,17
0.5,876,1000,0.05,0.9,7.014451641178242e-05,701.4451641178242,23
0.5,877,1000,0.01,0.8,0.0034423779107759715,34423.779107759714,26
0.5,877,1000,0.01,0.9,0.0034423779107759715,34423.779107759714,32
0.5,877,1000,0.05,0.8,0.0034423779107759715,34423.779107759714,17
0.5,877,1000,0.05,0.9,0.0034423779107759715,34423.779107759714,23
0.5,878,1000,0.01,0.8,0.00041078520656318587,4107.852065631859,26
0.5,878,1000,0.01,0.9,0.00041078520656318587,4107.852065631859,32
0.5,878,1000,0.05,0.8,0.00041078520656318587,4107.852065631859,17
0.5,878,1000,0.05,0.9,0.00041078520656318587,4107.852065631859,23
0.5,879,1000,0.01,0.8,7.465840287137653e-05,746.5840287137653,26
0.5,879,1000,0.01,0.9,7.465840287137653e-05,746.5840287137653,32
0.5,879,1000,0.05,0.8,7.465840287137653e-05,746.5840287137653,17
0.5,879,1000,0.05,0.9,7.465840287137653e-05,746.5840287137653,23
0.5,880,1000,0.01,0.8,0.004965356643245314,49653.566432453146,26
0.5,880,1000,0.01,0.9,0.004965356643245314,49653.566432453146,32
0.5,880,1000,0.05,0.8,0.004965356643245314,49653.566432453146,17
0.5,880,1000,0.05,0.9,0.004965356643245314,49653.566432453146,23
0.5,881,1000,0.01,0.8,0.0003149728494139207,3149.728494139207,26
0.5,881,1000,0.01,0.9,0.0003149728494139207,3149.728494139207,32
0.5,881,1000,0.05,0.8,0.0003149728494139207,3149.728494139207,17
0.5,881,1000,0.05,0.9,0.0003149728494139207,3149.728494139207,23
0.5,882,1000,0.01,0.8,0.0020916417859409998,20916.417859409998,26
0.5,882,1000,0.01,0.9,0.0020916417859409998,20916.417859409998,32
0.5,882,1000,0.05,0.8,0.0020916417859409998,20916.417859409998,17
0.5,882,1000,0.05,0.9,0.0020916417859409998,20916.417859409998,23
0.5,883,1000,0.01,0.8,9.274674227665942e-06,92.74674227665942,26
0.5,883,1000,0.01,0.9,9.274674227665942e-06,92.74674227665942,32
0.5,883,1000,0.05,0.8,9.274674227665942e-06,92.74674227665942,17
0.5,883,1000,0.05,0.9,9.274674227665942e-06,92.74674227665942,23
0.5,884,1000,0.01,0.8,4.345761765087604e-05,434.57617650876045,26
0.5,884,1000,0.01,0.9,4.345761765087604e-05,434.57617650876045,32
0.5,884,1000,0.05,0.8,4.345761765087604e-05,434.57617650876045,17
0.5,884,1000,0.05,0.9,4.345761765087604e-05,434.57617650876045,23
0.5,885,1000,0.01,0.8,0.0009589741563719082,9589.741563719082,26
0.5,885,1000,0.01,0.9,0.0009589741563719082,9589.741563719082,32
0.5,885,1000,0.05,0.8,0.0009589741563719082,9589.741563719082,17
0.5,885,1000,0.05,0.9,0.0009589741563719082,9589.741563719082,23
0.5,886,1000,0.01,0.8,0.0029360173307292625,29360.173307292625,26
0.5,886,1000,0.01,0.9,0.0029360173307292625,29360.173307292625,32
0.5,886,1000,0.05,0.8,0.0029360173307292625,29360.173307292625,17
0.5,886,1000,0.05,0.9,0.0029360173307292625,29360.173307292625,23
0.5,887,1000,0.01,0.8,0.0001369111451069959,1369.111451069959,26
0.5,887,1000,0.01,0.9,0.0001369111451069959,1369.111451069959,32
0.5,887,1000,0.05,0.8,0.0001369111451069959,1369.111451069959,17
0.5,887,1000,0.05,0.9,0.0001369111451069959,1369.111451069959,23
0.5,888,1000,0.01,0.8,0.0016002357447885717,16002.357447885717,26
0.5,888,1000,0.01,0.9,0.0016002357447885717,16002.357447885717,32
0.5,888,1000,0.05,0.8,0.0016002357447885717,16002.357447885717,17
0.5,888,1000,0.05,0.9,0.0016002357447885717,16002.357447885717,23
0.5,889,1000,0.01,0.8,0.00039603777933108335,3960.3777933108336,26
0.5,889,1000,0.01,0.9,0.00039603777933108335,3960.3777933108336,32
0.5,889,1000,0.05,0.8,0.00039603777933108335,3960.3777933108336,17
0.5,889,1000,0.05,0.9,0.00039603777933108335,3960.3777933108336,23
0.5,890,1000,0.01,0.8,0.0003601118040672852,3601.1180406728517,26
0.5,890,1000,0.01,0.9,0.0003601118040672852,3601.1180406728517,32
0.5,890,1000,0.05,0.8,0.0003601118040672852,3601.1180406728517,17
0.5,890,1000,0.05,0.9,0.0003601118040672852,3601.1180406728517,23
0.5,891,1000,0.01,0.8,0.0002267467196882144,2267.467196882144,26
0.5,891,1000,0.01,0.9,0.0002267467196882144,2267.467196882144,32
0.5,891,1000,0.05,0.8,0.0002267467196882144,2267.467196882144,17
0.5,891,1000,0.05,0.9,0.0002267467196882144,2267.467196882144,23
0.5,892,1000,0.01,0.8,9.383579784727968e-05,938.3579784727968,26
0.5,892,1000,0.01,0.9,9.383579784727968e-05,938.3579784727968,32
0.5,892,1000,0.05,0.8,9.383579784727968e-05,938.3579784727968,17
0.5,892,1000,0.05,0.9,9.383579784727968e-05,938.3579784727968,23
0.5,893,1000,0.01,0.8,0.00017883179158435168,1788.3179158435169,26
0.5,893,1000,0.01,0.9,0.00017883179158435168,1788.3179158435169,32
0.5,893,1000,0.05,0.8,0.00017883179158435168,1788.3179158435169,17
0.5,893,1000,0.05,0.9,0.00017883179158435168,1788.3179158435169,23
0.5,894,1000,0.01,0.8,0.0017059241696706074,17059.241696706074,26
0.5,894,1000,0.01,0.9,0.0017059241696706074,17059.241696706074,32
0.5,894,1000,0.05,0.8,0.0017059241696706074,17059.241696706074,17
0.5,894,1000,0.05,0.9,0.0017059241696706074,17059.241696706074,23
0.5,895,1000,0.01,0.8,0.0005184345945837313,5184.345945837314,26
0.5,895,1000,0.01,0.9,0.0005184345945837313,5184.345945837314,32
0.5,895,1000,0.05,0.8,0.0005184345945837313,5184.345945837314,17
0.5,895,1000,0.05,0.9,0.0005184345945837313,5184.345945837314,23
0.5,896,1000,0.01,0.8,0.0006024240396703905,6024.240396703905,26
0.5,896,1000,0.01,0.9,0.0006024240396703905,6024.240396703905,32
0.5,896,1000,0.05,0.8,0.0006024240396703905,6024.240396703905,17
0.5,896,1000,0.05,0.9,0.0006024240396703905,6024.240396703905,23
0.5,897,1000,0.01,0.8,0.0013869253796163284,13869.253796163284,26
0.5,897,1000,0.01,0.9,0.0013869253796163284,13869.253796163284,32
0.5,897,1000,0.05,0.8,0.0013869253796163284,13869.253796163284,17
0.5,897,1000,0.05,0.9,0.0013869253796163284,13869.253796163284,23
0.5,898,1000,0.01,0.8,0.00022520098061196478,2252.0098061196477,26
0.5,898,1000,0.01,0.9,0.00022520098061196478,2252.0098061196477,32
0.5,898,1000,0.05,0.8,0.00022520098061196478,2252.0098061196477,17
0.5,898,1000,0.05,0.9,0.00022520098061196478,2252.0098061196477,23
0.5,899,1000,0.01,0.8,0.00011103176193403693,1110.3176193403692,26
0.5,899,1000,0.01,0.9,0.00011103176193403693,1110.3176193403692,32
0.5,899,1000,0.05,0.8,0.00011103176193403693,1110.3176193403692,17
0.5,899,1000,0.05,0.9,0.00011103176193403693,1110.3176193403692,23
0.5,900,1000,0.01,0.8,0.0008767844424162153,8767.844424162153,26
0.5,900,1000,0.01,0.9,0.0008767844424162153,8767.844424162153,32
0.5,900,1000,0.05,0.8,0.0008767844424162153,8767.844424162153,17
0.5,900,1000,0.05,0.9,0.0008767844424162153,8767.844424162153,23
0.5,901,1000,0.01,0.8,0.002124296019733344,21242.960197333443,26
0.5,901,1000,0.01,0.9,0.002124296019733344,21242.960197333443,32
0.5,901,1000,0.05,0.8,0.002124296019733344,21242.960197333443,17
0.5,901,1000,0.05,0.9,0.002124296019733344,21242.960197333443,23
0.5,902,1000,0.01,0.8,0.0009728611594634204,9728.611594634205,26
0.5,902,1000,0.01,0.9,0.0009728611594634204,9728.611594634205,32
0.5,902,1000,0.05,0.8,0.0009728611594634204,9728.611594634205,17
0.5,902,1000,0.05,0.9,0.0009728611594634204,9728.611594634205,23
0.5,903,1000,0.01,0.8,0.0005755369788741993,5755.369788741993,26
0.5,903,1000,0.01,0.9,0.0005755369788741993,5755.369788741993,32
0.5,903,1000,0.05,0.8,0.0005755369788741993,5755.369788741993,17
0.5,903,1000,0.05,0.9,0.0005755369788741993,5755.369788741993,23
0.5,904,1000,0.01,0.8,0.002673079675510199,26730.79675510199,26
0.5,904,1000,0.01,0.9,0.002673079675510199,26730.79675510199,32
0.5,904,1000,0.05,0.8,0.002673079675510199,26730.79675510199,17
0.5,904,1000,0.05,0.9,0.002673079675510199,26730.79675510199,23
0.5,905,1000,0.01,0.8,0.00020092955099664385,2009.2955099664384,26
0.5,905,1000,0.01,0.9,0.00020092955099664385,2009.2955099664384,32
0.5,905,1000,0.05,0.8,0.00020092955099664385,2009.2955099664384,17
0.5,905,1000,0.05,0.9,0.00020092955099664385,2009.2955099664384,23
0.5,906,1000,0.01,0.8,0.00035900368929929336,3590.0368929929336,26
0.5,906,1000,0.01,0.9,0.00035900368929929336,3590.0368929929336,32
0.5,906,1000,0.05,0.8,0.00035900368929929336,3590.0368929929336,17
0.5,906,1000,0.05,0.9,0.00035900368929929336,3590.0368929929336,23
0.5,907,1000,0.01,0.8,0.001226677052714684,12266.77052714684,26
0.5,907,1000,0.01,0.9,0.001226677052714684,12266.77052714684,32
0.5,907,1000,0.05,0.8,0.001226677052714684,12266.77052714684,17
0.5,907,1000,0.05,0.9,0.001226677052714684,12266.77052714684,23
0.5,908,1000,0.01,0.8,0.0013692033747564837,13692.033747564838,26
0.5,908,1000,0.01,0.9,0.0013692033747564837,13692.033747564838,32
0.5,908,1000,0.05,0.8,0.0013692033747564837,13692.033747564838,17
0.5,908,1000,0.05,0.9,0.0013692033747564837,13692.033747564838,23
0.5,909,1000,0.01,0.8,0.0037141293094040866,37141.29309404086,26
0.5,909,1000,0.01,0.9,0.0037141293094040866,37141.29309404086,32
0.5,909,1000,0.05,0.8,0.0037141293094040866,37141.29309404086,17
0.5,909,1000,0.05,0.9,0.0037141293094040866,37141.29309404086,23
0.5,910,1000,0.01,0.8,0.0018598009466636847,18598.009466636846,26
0.5,910,1000,0.01,0.9,0.0018598009466636847,18598.009466636846,32
0.5,910,1000,0.05,0.8,0.0018598009466636847,18598.009466636846,17
0.5,910,1000,0.05,0.9,0.0018598009466636847,18598.009466636846,23
0.5,911,1000,0.01,0.8,0.0016577698888576452,16577.69888857645,26
0.5,911,1000,0.01,0.9,0.0016577698888576452,16577.69888857645,32
0.5,911,1000,0.05,0.8,0.0016577698888576452,16577.69888857645,17
0.5,911,1000,0.05,0.9,0.0016577698888576452,16577.69888857645,23
0.5,912,1000,0.01,0.8,0.0008507489872183012,8507.489872183012,26
0.5,912,1000,0.01,0.9,0.0008507489872183012,8507.489872183012,32
0.5,912,1000,0.05,0.8,0.0008507489872183012,8507.489872183012,17
0.5,912,1000,0.05,0.9,0.0008507489872183012,8507.489872183012,23
0.5,913,1000,0.01,0.8,8.769351411856962e-05,876.9351411856962,26
0.5,913,1000,0.01,0.9,8.769351411856962e-05,876.9351411856962,32
0.5,913,1000,0.05,0.8,8.769351411856962e-05,876.9351411856962,17
0.5,913,1000,0.05,0.9,8.769351411856962e-05,876.9351411856962,23
0.5,914,1000,0.01,0.8,0.00030132595173129254,3013.2595173129253,26
0.5,914,1000,0.01,0.9,0.00030132595173129254,3013.2595173129253,32
0.5,914,1000,0.05,0.8,0.00030132595173129254,3013.2595173129253,17
0.5,914,1000,0.05,0.9,0.00030132595173129254,3013.2595173129253,23
0.5,915,1000,0.01,0.8,1.8441818770611222e-06,18.44181877061122,26
0.5,915,1000,0.01,0.9,1.8441818770611222e-06,18.44181877061122,32
0.5,915,1000,0.05,0.8,1.8441818770611222e-06,18.44181877061122,17
0.5,915,1000,0.05,0.9,1.8441818770611222e-06,18.44181877061122,23
0.5,916,1000,0.01,0.8,0.00011569241990017896,1156.9241990017897,26
0.5,916,1000,0.01,0.9,0.00011569241990017896,1156.9241990017897,32
0.5,916,1000,0.05,0.8,0.00011569241990017896,1156.9241990017897,17
0.5,916,1000,0.05,0.9,0.00011569241990017896,1156.9241990017897,23
0.5,917,1000,0.01,0.8,2.1160794680857683e-05,211.60794680857683,26
0.5,917,1000,0.01,0.9,2.1160794680857683e-05,211.60794680857683,32
0.5,917,1000,0.05,0.8,2.1160794680857683e-05,211.60794680857683,17
0.5,917,1000,0.05,0.9,2.1160794680857683e-05,211.60794680857683,23
0.5,918,1000,0.01,0.8,0.0002071184895546913,2071.184895546913,26
0.5,918,1000,0.01,0.9,0.0002071184895546913,2071.184895546913,32
0.5,918,1000,0.05,0.8,0.0002071184895546913,2071.184895546913,17
0.5,918,1000,0.05,0.9,0.0002071184895546913,2071.184895546913,23
0.5,919,1000,0.01,0.8,0.0019325207644444536,19325.207644444534,26
0.5,919,1000,0.01,0.9,0.0019325207644444536,19325.207644444534,32
0.5,919,1000,0.05,0.8,0.0019325207644444536,19325.207644444534,17
0.5,919,1000,0.05,0.9,0.0019325207644444536,19325.207644444534,23
0.5,920,1000,0.01,0.8,0.001047954979804165,10479.54979804165,26
0.5,920,1000,0.01,0.9,0.001047954979804165,10479.54979804165,32
0.5,920,1000,0.05,0.8,0.001047954979804165,10479.54979804165,17
0.5,920,1000,0.05,0.9,0.001047954979804165,10479.54979804165,23
0.5,921,1000,0.01,0.8,0.0021885647988937108,21885.647988937108,26
0.5,921,1000,0.01,0.9,0.0021885647988937108,21885.647988937108,32
0.5,921,1000,0.05,0.8,0.0021885647988937108,21885.647988937108,17
0.5,921,1000,0.05,0.9,0.0021885647988937108,21885.647988937108,23
0.5,922,1000,0.01,0.8,0.0003734341150801074,3734.341150801074,26
0.5,922,1000,0.01,0.9,0.0003734341150801074,3734.341150801074,32
0.5,922,1000,0.05,0.8,0.0003734341150801074,3734.341150801074,17
0.5,922,1000,0.05,0.9,0.0003734341150801074,3734.341150801074,23
0.5,923,1000,0.01,0.8,0.00048137111294527246,4813.711129452725,26
0.5,923,1000,0.01,0.9,0.00048137111294527246,4813.711129452725,32
0.5,923,1000,0.05,0.8,0.00048137111294527246,4813.711129452725,17
0.5,923,1000,0.05,0.9,0.00048137111294527246,4813.711129452725,23
0.5,924,1000,0.01,0.8,0.00022665497014980683,2266.5497014980683,26
0.5,924,1000,0.01,0.9,0.00022665497014980683,2266.5497014980683,32
0.5,924,1000,0.05,0.8,0.00022665497014980683,2266.5497014980683,17
0.5,924,1000,0.05,0.9,0.00022665497014980683,2266.5497014980683,23
0.5,925,1000,0.01,0.8,0.0006273073478452816,6273.073478452816,26
0.5,925,1000,0.01,0.9,0.0006273073478452816,6273.073478452816,32
0.5,925,1000,0.05,0.8,0.0006273073478452816,6273.073478452816,17
0.5,925,1000,0.05,0.9,0.0006273073478452816,6273.073478452816,23
0.5,926,1000,0.01,0.8,0.001452505723380032,14525.05723380032,26
0.5,926,1000,0.01,0.9,0.001452505723380032,14525.05723380032,32
0.5,926,1000,0.05,0.8,0.001452505723380032,14525.05723380032,17
0.5,926,1000,0.05,0.9,0.001452505723380032,14525.05723380032,23
0.5,927,1000,0.01,0.8,0.000722109616801983,7221.096168019831,26
0.5,927,1000,0.01,0.9,0.000722109616801983,7221.096168019831,32
0.5,927,1000,0.05,0.8,0.000722109616801983,7221.096168019831,17
0.5,927,1000,0.05,0.9,0.000722109616801983,7221.096168019831,23
0.5,928,1000,0.01,0.8,0.0014168706985217122,14168.706985217123,26
0.5,928,1000,0.01,0.9,0.0014168706985217122,14168.706985217123,32
0.5,928,1000,0.05,0.8,0.0014168706985217122,14168.706985217123,17
0.5,928,1000,0.05,0.9,0.0014168706985217122,14168.706985217123,23
0.5,929,1000,0.01,0.8,0.0001503975761083119,1503.975761083119,26
0.5,929,1000,0.01,0.9,0.0001503975761083119,1503.975761083119,32
0.5,929,1000,0.05,0.8,0.0001503975761083119,1503.975761083119,17
0.5,929,1000,0.05,0.9,0.0001503975761083119,1503.975761083119,23
0.5,930,1000,0.01,0.8,0.0003157446537782624,3157.446537782624,26
0.5,930,1000,0.01,0.9,0.0003157446537782624,3157.446537782624,32
0.5,930,1000,0.05,0.8,0.0003157446537782624,3157.446537782624,17
0.5,930,1000,0.05,0.9,0.0003157446537782624,3157.446537782624,23
0.5,931,1000,0.01,0.8,0.00016934723731550536,1693.4723731550537,26
0.5,931,1000,0.01,0.9,0.00016934723731550536,1693.4723731550537,32
0.5,931,1000,0.05,0.8,0.00016934723731550536,1693.4723731550537,17
0.5,931,1000,0.05,0.9,0.00016934723731550536,1693.4723731550537,23
0.5,932,1000,0.01,0.8,0.0005264417864539016,5264.417864539016,26
0.5,932,1000,0.01,0.9,0.0005264417864539016,5264.417864539016,32
0.5,932,1000,0.05,0.8,0.0005264417864539016,5264.417864539016,17
0.5,932,1000,0.05,0.9,0.0005264417864539016,5264.417864539016,23
0.5,933,1000,0.01,0.8,0.002248729796189517,22487.297961895172,26
0.5,933,1000,0.01,0.9,0.002248729796189517,22487.297961895172,32
0.5,933,1000,0.05,0.8,0.002248729796189517,22487.297961895172,17
0.5,933,1000,0.05,0.9,0.002248729796189517,22487.297961895172,23
0.5,934,1000,0.01,0.8,0.00241138160052244,24113.816005224402,26
0.5,934,1000,0.01,0.9,0.00241138160052244,24113.816005224402,32
0.5,934,1000,0.05,0.8,0.00241138160052244,24113.816005224402,17
0.5,934,1000,0.05,0.9,0.00241138160052244,24113.816005224402,23
0.5,935,1000,0.01,0.8,0.0007651772498880882,7651.772498880882,26
0.5,935,1000,0.01,0.9,0.0007651772498880882,7651.772498880882,32
0.5,935,1000,0.05,0.8,0.0007651772498880882,7651.772498880882,17
0.5,935,1000,0.05,0.9,0.0007651772498880882,7651.772498880882,23
0.5,936,1000,0.01,0.8,0.0025061001243005,25061.001243004997,26
0.5,936,1000,0.01,0.9,0.0025061001243005,25061.001243004997,32
0.5,936,1000,0.05,0.8,0.0025061001243005,25061.001243004997,17
0.5,936,1000,0.05,0.9,0.0025061001243005,25061.001243004997,23
0.5,937,1000,0.01,0.8,0.001062823493459343,10628.234934593429,26
0.5,937,1000,0.01,0.9,0.001062823493459343,10628.234934593429,32
0.5,937,1000,0.05,0.8,0.001062823493459343,10628.234934593429,17
0.5,937,1000,0.05,0.9,0.001062823493459343,10628.234934593429,23
0.5,938,1000,0.01,0.8,0.001769840310586574,17698.40310586574,26
0.5,938,1000,0.01,0.9,0.001769840310586574,17698.40310586574,32
0.5,938,1000,0.05,0.8,0.001769840310586574,17698.40310586574,17
0.5,938,1000,0.05,0.9,0.001769840310586574,17698.40310586574,23
0.5,939,1000,0.01,0.8,0.00024325182407173107,2432.5182407173106,26
0.5,939,1000,0.01,0.9,0.00024325182407173107,2432.5182407173106,32
0.5,939,1000,0.05,0.8,0.00024325182407173107,2432.5182407173106,17
0.5,939,1000,0.05,0.9,0.00024325182407173107,2432.5182407173106,23
0.5,940,1000,0.01,0.8,0.0023710753905478513,23710.753905478512,26
0.5,940,1000,0.01,0.9,0.0023710753905478513,23710.753905478512,32
0.5,940,1000,0.05,0.8,0.0023710753905478513,23710.753905478512,17
0.5,940,1000,0.05,0.9,0.0023710753905478513,23710.753905478512,23
0.5,941,1000,0.01,0.8,0.001965577752426966,19655.77752426966,26
0.5,941,1000,0.01,0.9,0.001965577752426966,19655.77752426966,32
0.5,941,1000,0.05,0.8,0.001965577752426966,19655.77752426966,17
0.5,941,1000,0.05,0.9,0.001965577752426966,19655.77752426966,23
0.5,942,1000,0.01,0.8,9.08528348218703e-07,9.08528348218703,26
0.5,942,1000,0.01,0.9,9.08528348218703e-07,9.08528348218703,32
0.5,942,1000,0.05,0.8,9.08528348218703e-07,9.08528348218703,17
0.5,942,1000,0.05,0.9,9.08528348218703e-07,9.08528348218703,23
0.5,943,1000,0.01,0.8,0.0005387251967979615,5387.251967979615,26
